action_taken,applicant_income_000s,applicant_race_1,applicant_sex,lien_status,loan_purpose,loan_type,msamd,owner_occupancy,preapproval,property_type,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,tract_to_msamd_income,ID
1,52.0,5,2,1,1,1,35614.0,1,3,1,71300.0,395,354.0,268.0,66.80999755859375,1663.0,118.86000061035156,1937
1,172.0,3,1,1,3,1,35614.0,1,3,1,71300.0,622,785.0,287.0,83.87000274658203,3609.0,74.12999725341797,1091
1,61.0,5,1,1,1,1,40380.0,1,2,1,69700.0,142,3727.0,3415.0,6.5,10803.0,165.8800048828125,11617
1,31.0,2,2,1,1,1,35004.0,2,3,1,109000.0,360,1675.0,1482.0,20.790000915527344,4670.0,104.51000213623048,11018
3,134.0,5,2,1,1,1,20524.0,1,3,1,95200.0,230,2539.0,2122.0,31.57999992370605,7958.0,104.45999908447266,2271
3,62.0,5,1,1,1,2,35614.0,1,3,1,71300.0,233,1152.0,813.0,21.8700008392334,3013.0,127.38999938964844,11683
1,19.0,2,2,1,1,1,35614.0,2,2,1,71300.0,102,621.0,365.0,58.130001068115234,4767.0,71.81999969482422,582
1,250.0,5,1,1,3,1,35614.0,1,3,1,71300.0,679,64.0,1753.0,19.21999931335449,5401.0,279.57000732421875,7082
1,98.0,5,1,1,1,1,10580.0,1,2,1,82700.0,233,3087.0,2528.0,6.159999847412109,9095.0,140.30999755859375,1896
3,94.0,5,1,1,1,2,35004.0,1,2,1,109000.0,383,1663.0,1585.0,31.899999618530277,5473.0,164.80999755859375,618
3,42.0,5,1,3,2,1,15380.0,2,3,2,69000.0,30,1640.0,1340.0,6.050000190734863,4081.0,116.51000213623048,8420
3,133.0,5,2,1,3,1,35614.0,1,3,1,71300.0,465,95.0,1942.0,18.82999992370605,9039.0,302.7300109863281,10567
3,108.0,5,2,1,3,1,35004.0,1,3,1,109000.0,236,2594.0,2032.0,23.479999542236328,7838.0,79.33000183105469,10785
1,75.0,5,1,3,2,1,40380.0,1,3,1,69700.0,12,1220.0,963.0,16.190000534057617,2353.0,101.8000030517578,7841
1,115.0,5,1,1,1,1,45060.0,1,2,1,68500.0,168,1683.0,1339.0,3.0999999046325684,4252.0,82.95999908447266,10602
1,94.0,5,1,1,3,1,15380.0,1,3,1,69000.0,101,1479.0,1084.0,3.0,3739.0,133.7899932861328,1890
1,126.0,2,1,1,3,1,35004.0,1,3,1,109000.0,100,1434.0,1214.0,49.61000061035156,4314.0,82.04000091552734,1326
1,107.0,6,3,1,3,1,35614.0,1,3,1,71300.0,263,1725.0,1740.0,22.18000030517578,5406.0,199.67999267578125,11620
1,77.0,5,1,1,1,1,35004.0,1,3,1,109000.0,308,1660.0,1137.0,65.08000183105469,5372.0,74.83999633789062,6763
1,89.0,2,2,1,1,1,35614.0,1,3,1,71300.0,208,90.0,1053.0,57.540000915527344,4729.0,113.05999755859376,11284
1,38.0,5,1,1,3,1,10580.0,1,3,1,82700.0,111,1093.0,571.0,4.980000019073486,2048.0,91.5999984741211,6174
1,116.0,5,1,1,1,2,35614.0,1,2,1,71300.0,331,2477.0,2077.0,34.27000045776367,6735.0,121.51000213623048,10311
1,319.0,5,1,1,3,1,35614.0,1,3,1,71300.0,753,79.0,1208.0,14.579999923706056,4864.0,295.3999938964844,4688
1,112.0,5,2,1,3,1,15380.0,1,3,1,69000.0,102,1228.0,905.0,30.100000381469727,2801.0,105.36000061035156,854
1,247.0,5,1,1,1,1,35614.0,1,3,1,71300.0,403,657.0,371.0,85.48999786376953,4446.0,58.310001373291016,92
1,87.0,5,1,1,3,1,35614.0,1,3,1,71300.0,321,948.0,719.0,44.38999938964844,2613.0,162.10000610351562,1518
1,85.0,5,1,1,1,1,45060.0,1,3,1,68500.0,124,1747.0,1537.0,3.670000076293945,4254.0,113.73999786376952,3432
1,220.0,5,1,1,3,1,40380.0,2,3,1,69700.0,111,796.0,522.0,13.220000267028809,2458.0,140.66000366210938,8233
1,593.0,2,1,1,1,1,35614.0,1,1,1,71300.0,1538,43.0,3333.0,19.479999542236328,9350.0,298.7799987792969,3472
1,44.0,5,1,1,1,3,15380.0,1,3,1,69000.0,120,838.0,560.0,6.769999980926514,2127.0,99.7699966430664,5152
1,62.0,5,2,1,1,1,40380.0,1,2,1,69700.0,98,1822.0,1557.0,13.869999885559082,4103.0,91.1500015258789,8291
1,53.0,5,1,1,3,1,35004.0,1,3,1,109000.0,75,1476.0,1310.0,15.289999961853027,4512.0,99.3000030517578,3929
1,73.0,5,1,1,2,1,13780.0,1,3,1,66400.0,48,1652.0,1432.0,4.46999979019165,4024.0,115.6999969482422,6496
1,159.0,5,1,1,1,1,35004.0,1,2,1,109000.0,310,1315.0,1316.0,11.149999618530272,4061.0,124.79000091552734,5764
1,52.0,5,2,3,2,1,10580.0,1,3,1,82700.0,32,2129.0,1682.0,4.429999828338623,5060.0,87.86000061035156,3623
1,64.0,3,2,1,1,1,35614.0,1,2,1,71300.0,423,674.0,457.0,91.76000213623048,2123.0,86.08000183105469,4405
1,89.0,3,1,1,3,1,35004.0,1,3,1,109000.0,260,1291.0,1119.0,29.100000381469727,4501.0,90.77999877929688,3942
1,60.0,5,1,1,1,2,35004.0,1,2,1,109000.0,252,1449.0,953.0,85.7300033569336,6272.0,67.69999694824219,7992
1,232.0,5,1,1,1,1,35614.0,1,3,1,71300.0,628,790.0,1524.0,31.209999084472656,5268.0,251.52999877929688,3281
1,89.0,6,3,1,1,1,35614.0,1,3,1,71300.0,108,360.0,872.0,59.02000045776367,3670.0,99.55999755859376,5481
3,45.0,6,3,3,2,1,24020.0,1,3,1,65400.0,19,2849.0,2026.0,4.130000114440918,7387.0,94.5199966430664,4265
3,66.0,5,1,1,3,1,35614.0,1,3,1,71300.0,394,1518.0,1148.0,19.309999465942383,3946.0,124.68000030517578,2807
3,17.0,5,1,3,2,1,40380.0,1,3,1,69700.0,11,1574.0,1164.0,7.599999904632568,4433.0,84.76000213623047,2900
1,102.0,5,1,1,3,1,28740.0,1,3,1,75200.0,285,1581.0,1310.0,13.5,4409.0,134.50999450683594,7659
1,69.0,5,2,1,2,1,10580.0,1,3,1,82700.0,165,2636.0,1951.0,11.5,6628.0,113.37000274658205,9460
3,42.0,3,1,1,1,2,35614.0,1,3,1,71300.0,264,805.0,406.0,98.95999908447266,2596.0,70.04000091552734,1953
3,56.0,5,2,1,3,1,13780.0,1,3,1,66400.0,112,1589.0,771.0,14.100000381469728,3738.0,64.36000061035156,5422
3,117.0,2,2,2,3,1,35614.0,1,3,1,71300.0,419,973.0,814.0,66.16000366210938,3259.0,120.1500015258789,11271
1,3033.0,6,3,1,1,1,35004.0,2,1,1,109000.0,1620,4228.0,1902.0,11.09000015258789,4669.0,113.63999938964844,7293
1,361.0,5,1,1,1,1,35614.0,1,3,1,71300.0,2200,600.0,260.0,32.75,2516.0,185.4900054931641,7048
1,87.0,6,3,1,3,1,35614.0,1,3,1,71300.0,159,360.0,872.0,59.02000045776367,3670.0,99.55999755859376,561
1,106.0,5,2,1,1,2,46540.0,1,2,1,63000.0,276,2083.0,1818.0,5.519999980926514,6069.0,144.5399932861328,7529
1,64.0,5,2,1,3,1,35614.0,1,3,1,71300.0,417,1053.0,553.0,93.04000091552734,3619.0,55.970001220703125,8324
3,87.0,5,1,1,1,1,35614.0,1,3,1,71300.0,157,837.0,1721.0,37.97999954223633,3631.0,166.88999938964844,1513
1,81.0,5,1,1,1,1,35614.0,1,2,1,71300.0,371,447.0,133.0,92.79000091552734,2109.0,82.54000091552734,11375
3,87.0,5,2,1,3,1,35614.0,1,3,1,71300.0,157,1818.0,1374.0,28.059999465942383,5432.0,146.0800018310547,3315
1,68.0,5,1,1,1,2,35004.0,1,3,1,109000.0,140,1107.0,718.0,89.4800033569336,5239.0,51.79999923706055,6066
1,177.0,2,2,1,1,1,35004.0,1,3,1,109000.0,417,1948.0,1425.0,37.2599983215332,6911.0,74.76000213623047,2061
3,49.0,5,1,3,2,1,15380.0,1,3,1,69000.0,10,992.0,446.0,96.62000274658205,3253.0,33.66999816894531,825
1,166.0,6,1,1,1,1,35004.0,1,2,1,109000.0,384,2108.0,1540.0,19.40999984741211,6722.0,94.88999938964844,7
1,121.0,5,2,1,1,1,20524.0,1,3,1,95200.0,196,2539.0,2122.0,31.57999992370605,7958.0,104.45999908447266,240
1,161.0,5,1,1,1,1,46540.0,1,3,1,63000.0,200,1927.0,1567.0,2.559999942779541,4691.0,102.87999725341795,3505
3,224.0,5,2,1,1,1,35614.0,1,3,1,71300.0,525,95.0,1208.0,21.799999237060547,4536.0,283.7699890136719,8024
1,122.0,5,1,2,3,1,21300.0,1,3,1,64300.0,82,1398.0,673.0,17.670000076293945,3090.0,87.7300033569336,5790
1,55.0,6,3,1,3,1,35004.0,1,3,1,109000.0,54,2091.0,2018.0,15.010000228881836,6241.0,90.16000366210938,8234
1,115.0,5,2,1,1,1,35614.0,1,3,1,71300.0,348,236.0,1426.0,11.890000343322754,3971.0,328.70001220703125,3631
1,80.0,5,2,1,1,1,15380.0,1,2,1,69000.0,214,1928.0,1469.0,7.590000152587891,4915.0,124.75,8873
3,90.0,6,1,1,3,1,35004.0,1,3,1,109000.0,380,2197.0,2002.0,13.09000015258789,6969.0,117.3000030517578,7219
1,169.0,5,1,1,3,1,35614.0,1,3,1,71300.0,348,1747.0,2063.0,17.809999465942383,5424.0,320.0899963378906,3957
1,41.0,5,2,1,3,1,45060.0,1,3,1,68500.0,60,2048.0,1418.0,3.650000095367432,4854.0,88.68000030517578,8167
1,121.0,5,1,1,1,1,45060.0,1,2,1,68500.0,124,875.0,777.0,10.93000030517578,2947.0,136.0500030517578,2353
1,179.0,6,3,1,3,1,15380.0,1,3,1,69000.0,180,1760.0,1533.0,6.079999923706055,4487.0,144.42999267578125,9337
1,53.0,5,2,1,1,1,13780.0,1,3,1,66400.0,108,2216.0,1558.0,12.09000015258789,4672.0,98.5,11529
3,30.0,5,1,1,1,1,46540.0,1,3,2,63000.0,31,1977.0,1546.0,4.949999809265137,4367.0,109.91000366210938,5475
1,90.0,3,2,1,1,2,35004.0,1,3,1,109000.0,383,1617.0,1292.0,54.75,5430.0,94.72000122070312,6292
1,49.0,5,2,1,1,2,40380.0,1,1,1,69700.0,100,1719.0,1490.0,16.040000915527344,4658.0,98.20999908447266,7366
1,73.0,3,1,1,3,2,35614.0,1,3,1,71300.0,412,2081.0,1487.0,99.5,5598.0,110.13999938964844,1543
1,125.0,5,1,1,3,1,40380.0,1,3,1,69700.0,118,1275.0,513.0,22.280000686645508,3074.0,66.11000061035156,3492
1,151.0,5,1,1,3,1,35004.0,1,3,1,109000.0,494,2019.0,1849.0,7.099999904632568,5973.0,120.75,2051
1,58.0,5,1,1,2,1,15380.0,1,3,1,69000.0,101,856.0,710.0,10.970000267028809,2588.0,89.94999694824219,1420
1,118.0,5,1,1,1,1,45060.0,1,2,1,68500.0,142,1948.0,1618.0,5.440000057220459,5112.0,109.48999786376952,9598
1,116.0,5,2,1,3,1,35614.0,1,3,1,71300.0,293,1818.0,1374.0,28.059999465942383,5432.0,146.0800018310547,9315
3,166.0,5,1,1,3,1,35614.0,2,3,1,71300.0,312,1594.0,771.0,46.709999084472656,4935.0,108.12000274658205,1315
3,54.0,5,1,1,3,3,48060.0,1,3,1,57200.0,215,2675.0,2048.0,4.239999771118164,6954.0,125.91999816894533,8666
1,66.0,5,1,1,3,2,15380.0,1,3,1,69000.0,71,2019.0,1680.0,9.640000343322754,4649.0,96.7300033569336,6720
1,55.0,5,1,1,3,2,15380.0,1,3,1,69000.0,80,2496.0,1293.0,42.16999816894531,5293.0,74.0,4410
3,275.0,6,2,2,3,1,35004.0,1,3,1,109000.0,150,955.0,1344.0,31.3700008392334,5177.0,89.33999633789062,11093
1,106.0,5,2,1,1,2,35004.0,1,3,1,109000.0,383,1924.0,1697.0,31.030000686645508,6094.0,89.31999969482422,249
1,99.0,2,1,1,1,1,15380.0,1,2,1,69000.0,367,1659.0,1516.0,10.829999923706056,4487.0,162.6999969482422,2400
1,113.0,5,2,3,2,1,13780.0,1,3,1,66400.0,6,1789.0,1432.0,2.8299999237060547,4516.0,81.58000183105469,4591
3,30.0,6,1,1,3,2,46540.0,1,3,1,63000.0,51,1310.0,280.0,45.72999954223633,2250.0,51.75,7488
1,266.0,6,1,1,1,1,35614.0,1,1,1,71300.0,668,2017.0,720.0,17.59000015258789,5191.0,150.72000122070312,9844
1,152.0,5,1,1,1,1,35614.0,1,3,1,71300.0,156,426.0,295.0,76.95999908447266,3207.0,50.83000183105469,9397
1,63.0,5,1,1,1,1,40380.0,1,3,1,69700.0,140,2008.0,1536.0,4.800000190734863,5166.0,114.5999984741211,5607
1,88.0,5,1,1,1,1,24020.0,1,2,1,65400.0,182,2572.0,1782.0,3.009999990463257,6669.0,84.58999633789062,112
1,86.0,5,2,1,2,1,35614.0,1,3,1,71300.0,50,85.0,849.0,39.93999862670898,5518.0,114.91000366210938,3283
1,249.0,5,1,1,3,1,35614.0,1,3,1,71300.0,340,759.0,502.0,39.220001220703125,3075.0,174.75999450683594,7954
1,55.0,5,2,1,1,2,40380.0,1,2,1,69700.0,105,1548.0,1451.0,6.840000152587891,3788.0,122.13999938964844,8620
1,81.0,5,1,1,1,2,20524.0,1,2,1,95200.0,102,2958.0,2422.0,17.329999923706055,7771.0,104.0999984741211,3298
1,42.0,5,1,1,1,1,35004.0,2,3,1,109000.0,210,1203.0,1075.0,23.549999237060547,3686.0,76.72000122070312,11382
1,1608.0,5,1,1,1,1,35614.0,2,3,1,71300.0,626,104.0,586.0,16.360000610351562,2781.0,175.24000549316406,6577
1,134.0,3,1,1,1,1,15380.0,2,2,1,69000.0,100,1791.0,1481.0,8.390000343322754,4805.0,120.81999969482422,8416
3,46.0,6,1,1,3,1,35614.0,1,3,1,71300.0,62,308.0,913.0,45.380001068115234,2975.0,116.16999816894533,1703
1,197.0,5,2,1,1,1,20524.0,1,2,1,95200.0,266,1794.0,1364.0,9.65999984741211,4877.0,103.44000244140624,2070
1,91.0,5,1,1,3,3,40380.0,1,3,1,69700.0,122,1651.0,1414.0,5.760000228881836,4828.0,108.33999633789062,1830
3,102.0,5,1,3,2,1,35614.0,1,3,1,71300.0,28,996.0,529.0,81.87999725341797,2880.0,80.38999938964844,6947
3,118.0,5,2,1,3,2,24020.0,1,3,1,65400.0,200,2849.0,2026.0,4.130000114440918,7387.0,94.5199966430664,10332
1,166.0,5,1,1,1,1,35614.0,1,2,1,71300.0,540,378.0,883.0,15.40999984741211,2784.0,263.45001220703125,4512
1,125.0,5,1,1,1,2,40380.0,1,2,1,69700.0,215,1243.0,859.0,7.659999847412109,3538.0,120.83000183105467,4682
1,80.0,6,3,1,3,1,35614.0,1,3,1,71300.0,374,1105.0,497.0,97.5199966430664,3907.0,67.37999725341797,3989
3,152.0,5,1,1,1,1,35004.0,1,3,1,109000.0,383,2008.0,2041.0,22.56999969482422,6718.0,87.58999633789062,1099
3,57.0,5,2,1,3,1,35614.0,1,3,1,71300.0,205,1201.0,700.0,96.9800033569336,4398.0,68.27999877929688,8408
1,97.0,3,1,1,1,2,35614.0,1,3,1,71300.0,490,660.0,278.0,98.61000061035156,4241.0,35.939998626708984,6839
1,65.0,6,3,1,1,2,35004.0,1,3,1,109000.0,231,1500.0,1304.0,84.9000015258789,6444.0,64.41000366210938,3526
1,44.0,6,1,1,1,1,35614.0,1,3,1,71300.0,72,1064.0,1100.0,92.70999908447266,6476.0,68.43000030517578,2145
3,95.0,4,1,1,2,1,35614.0,1,3,1,71300.0,500,571.0,123.0,46.77000045776367,1888.0,82.73999786376953,129
1,91.0,6,1,1,1,3,35004.0,1,3,1,109000.0,311,1566.0,1273.0,25.1299991607666,4740.0,83.69999694824219,2901
1,174.0,5,1,1,3,1,35614.0,1,3,1,71300.0,525,112.0,1174.0,24.86000061035156,6471.0,261.1099853515625,1292
3,104.0,6,3,1,3,3,35614.0,1,3,1,71300.0,407,1267.0,851.0,22.06999969482422,3461.0,100.3499984741211,8224
1,46.0,5,1,1,1,3,10580.0,1,2,1,82700.0,122,1225.0,1159.0,20.34000015258789,2581.0,106.01000213623048,8895
1,83.0,5,1,1,1,1,35614.0,1,1,1,71300.0,418,767.0,640.0,8.5,2059.0,133.4499969482422,537
1,39.0,5,2,1,3,1,13780.0,1,3,1,66400.0,35,2267.0,1775.0,4.300000190734863,5305.0,100.12000274658205,9132
1,183.0,5,1,1,1,1,35004.0,1,3,1,109000.0,416,2171.0,1973.0,14.68000030517578,5994.0,124.29000091552734,6492
1,99.0,5,2,1,3,1,10580.0,1,3,1,82700.0,236,2909.0,2270.0,9.149999618530272,6506.0,100.80999755859376,222
1,103.0,6,3,1,3,3,35004.0,1,3,1,109000.0,281,3043.0,1780.0,55.47999954223633,7953.0,55.15999984741211,2785
1,43.0,5,1,1,1,3,24020.0,1,2,1,65400.0,90,2789.0,1714.0,4.110000133514404,6371.0,85.8499984741211,6704
1,68.0,5,2,2,2,1,15380.0,1,3,1,69000.0,5,914.0,697.0,3.069999933242798,2605.0,91.9499969482422,5882
1,88.0,3,2,1,3,1,35614.0,1,3,1,71300.0,64,774.0,658.0,95.0999984741211,4773.0,81.06999969482422,3576
3,50.0,5,2,3,2,1,35614.0,2,3,1,71300.0,8,1564.0,1409.0,30.3700008392334,4784.0,141.52999877929688,3042
1,148.0,5,2,1,3,1,35614.0,1,3,1,71300.0,441,161.0,1493.0,29.82999992370605,9293.0,222.02999877929688,4233
1,247.0,5,1,1,3,1,35614.0,2,3,1,71300.0,417,14.0,93.0,43.77000045776367,2755.0,254.25999450683597,6863
3,259.0,5,1,1,1,1,35614.0,2,3,1,71300.0,813,726.0,340.0,95.4499969482422,3538.0,60.75,9436
1,104.0,5,1,1,1,1,27060.0,1,3,1,77200.0,250,2536.0,1812.0,7.699999809265137,5518.0,111.43000030517578,6462
1,250.0,5,1,2,1,1,45060.0,1,1,1,68500.0,52,1948.0,1618.0,5.440000057220459,5112.0,109.48999786376952,932
1,114.0,5,1,1,1,1,35614.0,1,3,1,71300.0,360,837.0,1721.0,37.97999954223633,3631.0,166.88999938964844,4783
3,44.0,3,1,1,3,1,35614.0,1,3,1,71300.0,160,1446.0,1034.0,98.08999633789062,4708.0,132.6199951171875,7395
1,57.0,5,1,1,1,1,40380.0,1,2,1,69700.0,140,1922.0,1613.0,8.199999809265137,5633.0,111.2300033569336,9480
3,52.0,6,2,1,1,1,35614.0,1,2,1,71300.0,231,1379.0,1556.0,65.5199966430664,5592.0,115.7300033569336,3195
3,80.0,5,1,1,3,1,35004.0,1,3,1,109000.0,331,2450.0,1750.0,71.55000305175781,8853.0,66.62000274658203,7285
1,78.0,5,2,1,1,1,40380.0,1,3,1,69700.0,117,2055.0,1978.0,7.519999980926514,5585.0,133.5399932861328,1555
1,50.0,5,1,1,3,1,40380.0,1,3,1,69700.0,170,1879.0,1462.0,9.140000343322754,5536.0,124.33000183105467,6781
1,122.0,2,1,1,1,2,35004.0,1,2,1,109000.0,457,1448.0,1343.0,16.100000381469727,4292.0,93.6999969482422,9402
1,100.0,6,3,1,1,1,35614.0,1,3,1,71300.0,417,1754.0,1265.0,84.91000366210938,4970.0,95.77999877929688,956
1,130.0,5,1,1,1,1,35004.0,1,2,1,109000.0,384,1820.0,1744.0,8.890000343322754,5659.0,128.97999572753906,6755
1,111.0,5,1,1,2,1,35614.0,1,3,1,71300.0,417,570.0,346.0,5.679999828338623,1656.0,116.6500015258789,7094
1,292.0,2,2,1,3,1,35614.0,1,3,1,71300.0,785,70.0,1980.0,30.31999969482422,13749.0,177.1699981689453,401
1,139.0,6,3,1,1,1,35614.0,1,2,1,71300.0,312,1815.0,1687.0,10.31999969482422,6086.0,155.16000366210938,7781
3,518.0,5,1,1,3,1,35614.0,1,3,1,71300.0,1175,151.0,1003.0,33.52000045776367,8974.0,195.3699951171875,5948
1,88.0,5,2,1,1,1,40380.0,1,3,1,69700.0,85,2367.0,1917.0,21.0,7666.0,114.5999984741211,7226
1,175.0,5,1,1,1,1,15380.0,2,3,1,69000.0,104,2496.0,1293.0,42.16999816894531,5293.0,74.0,10178
1,80.0,5,1,1,1,1,35614.0,1,1,1,71300.0,335,710.0,831.0,59.09999847412109,3313.0,149.9600067138672,9359
3,67.0,6,1,2,2,1,35614.0,1,3,1,71300.0,50,462.0,1357.0,49.02000045776367,9151.0,121.97000122070312,5642
1,58.0,5,1,1,1,2,45060.0,1,2,1,68500.0,79,938.0,569.0,5.099999904632568,2627.0,83.13999938964844,714
1,216.0,5,1,1,3,1,45060.0,1,3,1,68500.0,260,1364.0,1136.0,5.539999961853027,3932.0,116.56999969482422,8767
1,65.0,5,2,1,3,1,35614.0,1,3,1,71300.0,216,862.0,595.0,50.9900016784668,2232.0,122.56999969482422,1739
1,75.0,3,2,1,3,1,35614.0,1,3,1,71300.0,249,858.0,320.0,99.33000183105467,2983.0,76.97000122070312,4181
3,5.0,3,1,3,2,1,15380.0,1,3,1,69000.0,10,1541.0,422.0,95.20999908447266,2608.0,42.58000183105469,2090
1,78.0,2,2,1,1,1,35614.0,1,3,1,71300.0,285,1268.0,993.0,30.84000015258789,3667.0,136.42999267578125,3244
1,61.0,5,1,3,2,1,15380.0,1,3,1,69000.0,10,1531.0,1036.0,4.110000133514404,4112.0,94.6500015258789,4468
1,135.0,6,3,3,2,1,10580.0,1,3,1,82700.0,14,2573.0,2159.0,5.860000133514404,7078.0,100.18000030517578,1562
1,288.0,5,2,1,1,1,35004.0,1,3,1,109000.0,719,6345.0,2505.0,25.479999542236328,6410.0,107.0500030517578,2185
1,54.0,5,2,1,1,1,10580.0,1,3,1,82700.0,153,2502.0,2175.0,4.360000133514404,6979.0,100.6999969482422,7377
3,48.0,3,2,3,2,1,35614.0,1,3,1,71300.0,10,259.0,60.0,85.69999694824219,1217.0,48.70000076293945,7606
1,135.0,2,1,1,1,1,10580.0,1,2,1,82700.0,226,2414.0,2077.0,14.770000457763672,7442.0,138.44000244140625,9163
1,110.0,5,1,3,2,1,10580.0,1,3,1,82700.0,7,2300.0,1087.0,52.400001525878906,5771.0,77.62000274658203,9295
1,452.0,6,3,1,3,1,35614.0,1,3,1,71300.0,850,318.0,2040.0,9.470000267028809,6270.0,358.04998779296875,5978
1,166.0,6,3,1,1,2,35004.0,1,3,1,109000.0,494,1568.0,1416.0,8.970000267028809,5105.0,122.87000274658205,7634
1,70.0,2,1,1,3,1,10580.0,1,3,1,82700.0,144,3096.0,2577.0,15.779999732971191,6579.0,126.95999908447266,8825
1,54.0,3,1,1,3,1,35004.0,1,3,1,109000.0,104,2017.0,1712.0,91.37999725341795,8326.0,72.23999786376953,10496
1,155.0,5,1,2,2,1,35614.0,1,3,1,71300.0,85,999.0,571.0,60.15999984741211,2939.0,92.0500030517578,4506
1,30.0,5,1,1,1,1,46540.0,2,3,1,63000.0,95,1408.0,433.0,19.790000915527344,3815.0,76.7699966430664,1857
1,120.0,2,2,3,2,1,35004.0,2,3,1,109000.0,13,1780.0,1675.0,18.959999084472656,5412.0,102.0199966430664,7209
1,38.0,5,2,1,1,2,15380.0,1,3,1,69000.0,75,1312.0,667.0,14.010000228881836,3154.0,52.56999969482422,10004
1,113.0,3,1,1,1,1,35614.0,1,3,1,71300.0,534,3207.0,1862.0,94.70999908447266,9612.0,116.30999755859376,10042
1,430.0,6,3,1,1,1,35004.0,2,3,1,109000.0,1200,2649.0,2237.0,6.550000190734863,7401.0,130.02999877929688,9691
3,238.0,5,1,1,3,1,35614.0,1,3,1,71300.0,410,563.0,322.0,62.720001220703125,2929.0,133.00999450683594,5825
1,425.0,5,1,1,1,1,35004.0,1,3,1,109000.0,359,1661.0,1716.0,12.119999885559082,5452.0,150.17999267578125,1911
1,90.0,2,1,1,1,1,35614.0,2,2,1,71300.0,360,1798.0,524.0,99.01000213623048,8207.0,47.209999084472656,11051
1,115.0,2,1,1,3,1,35614.0,1,3,1,71300.0,238,10.0,471.0,40.970001220703125,5145.0,268.1199951171875,5014
3,81.0,6,3,1,3,1,13780.0,1,3,1,66400.0,162,2803.0,2431.0,4.630000114440918,7063.0,125.91999816894533,5376
3,155.0,5,1,1,3,1,35004.0,1,3,1,109000.0,417,1783.0,1664.0,11.550000190734863,5167.0,99.73999786376952,4221
1,252.0,5,1,1,1,1,35614.0,1,3,1,71300.0,720,925.0,432.0,46.0099983215332,4790.0,98.29000091552734,108
1,715.0,5,1,1,1,1,35614.0,1,2,1,71300.0,2500,287.0,322.0,20.290000915527344,2524.0,231.8300018310547,11725
1,76.0,5,1,1,1,1,35614.0,1,3,1,71300.0,461,866.0,222.0,71.9000015258789,3915.0,62.130001068115234,8885
1,94.0,5,1,1,1,1,15380.0,1,2,1,69000.0,223,2569.0,2025.0,3.190000057220459,6028.0,112.9000015258789,2096
3,69.0,5,1,1,3,1,15380.0,1,3,1,69000.0,149,1972.0,1693.0,1.9299999475479128,5327.0,129.3800048828125,2422
3,222.0,5,1,1,3,1,10580.0,1,3,1,82700.0,305,3488.0,2002.0,6.130000114440918,8977.0,110.22000122070312,3286
1,710.0,2,1,1,1,1,35614.0,2,3,1,71300.0,290,790.0,1524.0,31.209999084472656,5268.0,251.52999877929688,2257
1,112.0,5,2,1,1,1,35614.0,1,3,1,71300.0,308,56.0,1098.0,20.670000076293945,10590.0,215.7700042724609,7769
1,612.0,5,2,1,1,1,35614.0,1,3,1,71300.0,475,59.0,1821.0,30.520000457763672,7026.0,211.91000366210935,8069
3,100.0,2,2,1,3,1,35614.0,1,3,1,71300.0,209,1825.0,1447.0,29.520000457763672,6151.0,87.2300033569336,10218
1,91.0,5,2,1,3,1,15380.0,1,3,1,69000.0,160,2853.0,2814.0,3.5799999237060547,8334.0,139.91000366210938,10029
3,14.0,5,1,1,3,1,35004.0,1,3,1,109000.0,141,1433.0,1339.0,17.360000610351562,3987.0,94.4000015258789,1885
1,90.0,5,1,1,1,1,40380.0,1,2,1,69700.0,175,1339.0,1208.0,8.739999771118164,3603.0,205.80999755859372,10749
1,88.0,3,1,1,3,1,35614.0,1,3,1,71300.0,424,640.0,324.0,92.36000061035156,1833.0,104.95999908447266,5995
3,215.0,5,1,1,3,1,35614.0,1,3,1,71300.0,455,685.0,629.0,9.479999542236328,2142.0,367.6099853515625,175
1,165.0,5,2,1,1,1,28740.0,1,2,1,75200.0,194,3289.0,1909.0,10.81999969482422,5471.0,85.31999969482422,11265
3,88.0,5,2,1,3,1,35004.0,1,3,1,109000.0,300,1036.0,922.0,49.040000915527344,3391.0,119.4000015258789,1201
1,130.0,5,1,2,1,1,13780.0,1,3,1,66400.0,90,2056.0,1825.0,7.050000190734863,5265.0,142.22000122070312,8676
1,86.0,5,1,1,1,2,15380.0,1,2,1,69000.0,132,1008.0,890.0,3.5199999809265137,2783.0,138.67999267578125,6875
1,31.0,5,2,2,3,1,46540.0,1,3,1,63000.0,16,2822.0,2065.0,2.890000104904175,6322.0,106.08000183105467,1073
1,2420.0,6,1,1,3,1,35614.0,1,3,1,71300.0,1140,155.0,404.0,33.59000015258789,7476.0,258.17999267578125,6627
1,216.0,5,1,1,3,1,27060.0,2,3,1,77200.0,269,2525.0,1791.0,8.920000076293945,6099.0,91.33999633789062,8180
1,74.0,5,1,1,1,2,10580.0,1,2,1,82700.0,120,1102.0,904.0,5.940000057220459,2794.0,104.86000061035156,6499
1,666.0,5,1,1,3,1,35614.0,1,3,1,71300.0,701,194.0,1567.0,22.56999969482422,7316.0,290.989990234375,2443
1,257.0,5,2,1,1,1,35614.0,1,3,1,71300.0,472,1127.0,1021.0,16.600000381469727,3464.0,171.92999267578125,3592
